CASEID,PresVote,Female,Black,Hisp,Other,Single,Divorced,Widowed,Age,HighestGrade,Income,PartyID,Race,Marital Status
1390,0,1,0,0,0,0,1,0,46,14,20,4,white,Div/Sep
332,0,0,0,0,0,0,1,0,55,14,20,4,white,Div/Sep
1357,1,0,0,1,0,0,0,0,27,14,20,4,Hisp,Mar/Part
1206,1,0,1,0,0,0,0,0,53,14,20,4,black,Mar/Part
1209,1,1,1,0,0,0,0,0,53,14,20,4,black,Mar/Part
1109,0,0,0,0,0,0,0,0,63,14,20,4,white,Mar/Part
2241,0,1,0,0,0,0,0,0,69,14,20,4,white,Mar/Part
2005,0,0,0,1,0,1,0,0,36,13,20,4,Hisp,Never Mar
222,1,1,0,0,0,0,0,0,43,12,20,4,white,Mar/Part
2055,1,1,0,1,0,1,0,0,19,11,20,4,Hisp,Never Mar
1961,1,1,0,0,0,0,1,0,51,17,21,4,white,Div/Sep
30,1,0,0,1,0,1,0,0,37,15,21,4,Hisp,Never Mar
802,1,0,0,0,0,0,1,0,27,14,21,4,white,Div/Sep
1933,1,1,0,1,0,0,0,0,38,14,21,4,Hisp,Mar/Part
427,1,0,0,0,0,0,0,0,30,13,21,4,white,Mar/Part
12,0,1,0,0,0,0,0,0,55,12,21,4,white,Mar/Part
13,0,0,0,0,0,1,0,0,30,12,21,4,white,Never Mar
1643,1,1,0,1,0,0,1,0,56,17,22,4,Hisp,Div/Sep
238,1,1,0,0,0,0,0,0,40,16,22,4,white,Mar/Part
1669,1,0,0,0,0,0,0,0,62,16,22,4,white,Mar/Part
995,1,0,0,0,0,0,0,0,33,12,22,4,white,Mar/Part
1252,0,0,0,0,0,0,0,0,57,12,22,4,white,Mar/Part
2075,1,0,0,0,0,0,0,0,47,17,23,4,white,Mar/Part
1216,1,1,1,0,0,0,0,0,39,16,23,4,black,Mar/Part
981,0,0,0,0,0,0,0,0,62,16,23,4,white,Mar/Part
409,1,0,0,0,0,0,0,0,57,14,23,4,white,Mar/Part
1296,1,1,0,0,0,0,0,0,56,12,23,4,white,Mar/Part
1428,0,0,0,0,0,0,0,0,32,17,24,4,white,Mar/Part
1429,1,0,0,0,1,0,0,0,45,17,24,4,other,Mar/Part
2039,0,0,0,1,0,0,0,0,35,14,24,4,Hisp,Mar/Part
1,0,0,0,0,1,0,0,0,34,13,24,4,other,Mar/Part
1595,0,0,0,0,0,0,1,0,43,12,24,4,white,Div/Sep
1289,0,0,0,0,0,0,0,0,43,17,25,4,white,Mar/Part
1878,0,1,0,0,0,0,0,0,51,17,25,4,white,Mar/Part
1447,1,0,0,0,0,0,0,0,64,17,25,4,white,Mar/Part
1286,1,1,0,0,0,0,0,0,47,16,25,4,white,Mar/Part
453,1,0,0,0,0,0,0,0,53,16,25,4,white,Mar/Part
613,0,1,0,1,0,0,1,0,61,15,25,4,Hisp,Div/Sep
1941,0,0,0,1,0,1,0,0,26,15,25,4,Hisp,Never Mar
333,0,0,0,0,0,0,0,0,38,12,25,4,white,Mar/Part
2256,1,0,1,0,0,0,0,0,39,12,25,4,black,Mar/Part
723,0,1,0,0,0,0,1,0,69,14,1,5,white,Div/Sep
1847,0,0,0,0,0,1,0,0,28,12,1,5,white,Never Mar
1315,1,1,0,1,0,1,0,0,22,11,2,5,Hisp,Never Mar
1512,0,0,0,0,1,0,1,0,61,17,3,5,other,Div/Sep
2061,1,1,1,0,0,1,0,0,19,12,3,5,black,Never Mar
2292,0,0,0,0,0,1,0,0,23,17,4,5,white,Never Mar
1372,0,0,0,1,0,1,0,0,45,15,4,5,Hisp,Never Mar
2160,1,1,0,1,0,0,0,0,55,11,4,5,Hisp,Mar/Part
1784,1,1,1,0,0,0,1,0,63,10,4,5,black,Div/Sep
505,1,0,0,0,0,0,1,0,78,9,4,5,white,Div/Sep
2164,1,0,0,1,0,0,0,0,67,6,4,5,Hisp,Mar/Part
369,0,0,0,0,0,0,0,0,19,14,5,5,white,Mar/Part
2097,1,1,0,1,0,1,0,0,26,12,5,5,Hisp,Never Mar
1763,1,0,1,0,0,1,0,0,45,12,5,5,black,Never Mar
15,0,1,0,0,0,0,0,1,77,15,6,5,white,Widowed
542,0,1,0,0,0,1,0,0,77,13,6,5,white,Never Mar
1011,1,0,1,0,0,1,0,0,43,12,6,5,black,Never Mar
1781,0,0,0,0,0,1,0,0,58,16,8,5,white,Never Mar
1152,1,0,1,0,0,0,0,1,60,14,8,5,black,Widowed
1026,1,1,1,0,0,0,0,1,75,9,8,5,black,Widowed
1034,1,1,1,0,0,0,1,0,58,14,9,5,black,Div/Sep
181,1,0,0,0,0,0,0,0,85,12,9,5,white,Mar/Part
1043,1,1,1,0,0,1,0,0,39,12,9,5,black,Never Mar
1621,1,0,1,0,0,1,0,0,20,11,9,5,black,Never Mar
1993,0,1,0,0,0,1,0,0,24,15,10,5,white,Never Mar
2195,0,1,0,0,0,0,0,1,77,14,10,5,white,Widowed
824,1,0,1,0,0,0,0,1,73,12,10,5,black,Widowed
89,1,1,0,1,0,0,1,0,52,14,11,5,Hisp,Div/Sep
1797,1,0,1,0,0,1,0,0,57,14,11,5,black,Never Mar
2042,0,1,0,1,0,0,1,0,49,12,11,5,Hisp,Div/Sep
1662,0,1,0,0,0,0,0,1,85,17,12,5,white,Widowed
993,1,1,0,0,0,0,1,0,51,13,12,5,white,Div/Sep
1356,0,1,0,1,0,0,0,0,56,13,12,5,Hisp,Mar/Part
809,0,0,0,0,0,0,0,0,50,12,12,5,white,Mar/Part
1478,1,1,0,0,0,0,0,1,41,12,12,5,white,Widowed
1241,1,1,0,0,0,1,0,0,24,17,13,5,white,Never Mar
650,1,0,0,0,0,0,0,0,37,16,13,5,white,Mar/Part
546,0,0,0,0,0,0,1,0,41,15,13,5,white,Div/Sep
1604,1,1,0,0,0,0,0,1,70,15,13,5,white,Widowed
1405,0,0,0,0,0,0,1,0,50,14,13,5,white,Div/Sep
1306,0,1,0,0,0,0,0,0,55,14,13,5,white,Mar/Part
2188,1,1,1,0,0,0,1,0,47,13,13,5,black,Div/Sep
597,1,1,0,0,0,1,0,0,26,12,13,5,white,Never Mar
2081,1,0,0,1,0,0,0,0,29,9,13,5,Hisp,Mar/Part
2095,0,1,0,1,0,0,0,0,53,8,13,5,Hisp,Mar/Part
137,0,0,0,0,0,0,0,0,52,17,14,5,white,Mar/Part
1138,1,1,1,0,0,1,0,0,29,16,14,5,black,Never Mar
1456,1,1,0,1,0,0,0,0,44,14,14,5,Hisp,Mar/Part
344,0,1,0,0,0,0,0,0,67,14,14,5,white,Mar/Part
2268,1,0,1,0,0,0,1,0,36,12,14,5,black,Div/Sep
698,0,1,0,0,0,0,1,0,60,12,14,5,white,Div/Sep
2165,0,0,0,1,0,0,0,0,26,12,14,5,Hisp,Mar/Part
775,1,0,1,0,0,0,0,0,37,12,14,5,black,Mar/Part
737,0,1,0,0,0,0,0,0,63,12,14,5,white,Mar/Part
663,0,0,0,0,0,0,0,0,71,12,14,5,white,Mar/Part
133,0,1,0,0,0,0,0,0,35,14,15,5,white,Mar/Part
1606,1,0,0,0,0,0,0,0,75,12,15,5,white,Mar/Part
1798,1,1,1,0,0,0,0,0,57,8,15,5,black,Mar/Part
551,0,1,0,0,0,0,1,0,66,16,16,5,white,Div/Sep
1963,0,1,0,0,0,0,0,0,26,16,16,5,white,Mar/Part
1475,0,0,0,0,0,1,0,0,26,16,16,5,white,Never Mar
644,0,1,0,0,0,0,0,1,72,16,16,5,white,Widowed
1948,1,0,1,0,0,0,0,0,57,13,16,5,black,Mar/Part
1539,0,1,0,0,0,0,0,0,66,11,16,5,white,Mar/Part
356,1,0,0,0,0,0,0,0,35,17,17,5,white,Mar/Part
122,0,0,0,0,1,1,0,0,35,17,17,5,other,Never Mar
746,0,1,0,0,0,1,0,0,26,16,17,5,white,Never Mar
867,0,1,0,0,0,0,1,0,54,15,17,5,white,Div/Sep
1556,1,1,0,0,0,0,0,0,37,14,17,5,white,Mar/Part
2220,1,0,0,0,0,0,0,0,64,14,17,5,white,Mar/Part
2150,1,0,0,1,0,0,0,0,65,14,17,5,Hisp,Mar/Part
503,1,1,1,0,0,0,1,0,49,13,17,5,black,Div/Sep
841,1,1,0,0,0,0,1,0,64,12,17,5,white,Div/Sep
1066,1,0,1,0,0,0,0,0,36,12,17,5,black,Mar/Part
397,0,0,0,0,0,0,0,0,49,12,17,5,white,Mar/Part
353,1,1,0,0,0,0,0,0,54,12,17,5,white,Mar/Part
1113,1,1,0,0,0,0,0,0,74,12,17,5,white,Mar/Part
666,0,1,0,0,0,0,0,0,43,17,18,5,white,Mar/Part
1519,0,1,0,0,0,1,0,0,29,17,18,5,white,Never Mar
1915,1,1,0,1,0,0,1,0,37,16,18,5,Hisp,Div/Sep
1233,1,0,1,0,0,0,0,0,32,16,18,5,black,Mar/Part
668,0,1,0,1,0,0,0,0,33,16,18,5,Hisp,Mar/Part
1736,0,1,0,0,0,0,0,0,34,16,18,5,white,Mar/Part
1131,0,0,0,0,0,0,0,0,58,16,18,5,white,Mar/Part
1564,0,1,0,0,0,0,0,0,48,14,18,5,white,Mar/Part
960,0,0,0,0,0,1,0,0,33,14,18,5,white,Never Mar
1659,0,1,0,0,0,0,1,0,49,13,18,5,white,Div/Sep
604,0,1,0,0,0,0,0,0,38,13,18,5,white,Mar/Part
883,1,1,1,0,0,1,0,0,32,13,18,5,black,Never Mar
1400,0,1,0,1,0,0,0,0,53,12,18,5,Hisp,Mar/Part
1552,1,1,0,0,0,0,0,0,54,12,18,5,white,Mar/Part
2280,1,1,1,0,0,0,1,0,43,17,19,5,black,Div/Sep
1290,0,1,0,1,0,0,1,0,57,16,19,5,Hisp,Div/Sep
1645,0,1,0,1,0,0,0,0,33,16,19,5,Hisp,Mar/Part
1258,0,0,0,0,0,0,0,0,51,16,19,5,white,Mar/Part
2033,1,0,0,1,0,0,0,0,37,15,19,5,Hisp,Mar/Part
519,1,0,0,0,0,0,1,0,46,14,19,5,white,Div/Sep
2090,1,1,0,1,0,0,0,0,30,14,19,5,Hisp,Mar/Part
1985,0,0,0,0,0,0,1,0,38,13,19,5,white,Div/Sep
1274,0,0,0,0,0,0,1,0,61,13,19,5,white,Div/Sep
1395,0,0,0,0,0,1,0,0,27,13,19,5,white,Never Mar
144,0,1,0,0,0,0,0,0,58,12,19,5,white,Mar/Part
2009,0,1,0,0,0,0,0,0,67,12,19,5,white,Mar/Part
2315,0,1,0,0,0,0,0,0,69,12,19,5,white,Mar/Part
32,0,0,0,0,0,0,0,0,78,12,19,5,white,Mar/Part
1385,1,0,0,0,0,0,0,0,55,17,20,5,white,Mar/Part
85,0,1,0,0,0,0,0,0,35,16,20,5,white,Mar/Part
145,0,0,0,0,0,0,0,0,31,12,20,5,white,Mar/Part
2228,0,0,0,0,0,0,0,0,41,12,20,5,white,Mar/Part
672,1,0,0,0,0,0,0,0,47,12,20,5,white,Mar/Part
361,0,1,0,0,0,0,0,0,41,17,21,5,white,Mar/Part
248,1,0,0,0,0,0,0,0,47,17,21,5,white,Mar/Part
1243,1,0,0,0,0,0,0,1,57,17,21,5,white,Widowed
1115,1,1,0,0,0,0,1,0,44,16,21,5,white,Div/Sep
673,0,0,0,0,0,0,0,0,42,16,21,5,white,Mar/Part
33,0,0,0,0,0,0,0,0,57,15,21,5,white,Mar/Part
364,0,0,0,0,0,0,0,0,56,14,21,5,white,Mar/Part
1600,0,0,0,0,0,0,0,0,46,13,21,5,white,Mar/Part
1950,1,0,0,0,0,0,0,0,69,17,22,5,white,Mar/Part
866,1,1,0,0,0,0,0,0,43,16,22,5,white,Mar/Part
753,0,0,0,0,0,0,0,0,50,16,22,5,white,Mar/Part
581,1,1,0,1,0,1,0,0,19,13,22,5,Hisp,Never Mar
1168,0,0,0,0,0,0,0,0,62,12,22,5,white,Mar/Part
665,0,0,0,0,0,1,0,0,18,12,22,5,white,Never Mar
1838,1,0,0,0,1,0,0,0,45,17,23,5,other,Mar/Part
1431,0,0,0,0,0,1,0,0,25,17,23,5,white,Never Mar
335,0,1,0,0,0,0,0,0,36,16,23,5,white,Mar/Part
945,0,1,0,0,0,0,0,0,40,14,23,5,white,Mar/Part
1295,1,0,0,1,0,0,0,0,43,14,23,5,Hisp,Mar/Part
704,1,0,0,0,0,0,0,0,48,14,23,5,white,Mar/Part
1294,0,0,0,0,0,0,0,0,49,14,23,5,white,Mar/Part
1392,0,0,0,0,0,0,1,0,54,12,23,5,white,Div/Sep
196,0,0,0,0,0,0,0,0,46,17,24,5,white,Mar/Part
1245,0,0,0,0,0,0,0,0,56,17,24,5,white,Mar/Part
978,1,1,0,0,0,1,0,0,58,17,24,5,white,Never Mar
1288,0,0,0,0,0,0,0,0,32,16,24,5,white,Mar/Part
693,0,0,0,0,0,0,0,0,45,16,24,5,white,Mar/Part
2205,0,1,0,0,0,0,0,0,55,16,24,5,white,Mar/Part
1438,1,1,1,0,0,1,0,0,41,16,24,5,black,Never Mar
1125,0,0,0,0,0,0,0,0,36,15,24,5,white,Mar/Part
515,1,0,0,0,0,0,1,0,47,17,25,5,white,Div/Sep
1242,0,0,0,0,0,0,1,0,66,17,25,5,white,Div/Sep
1116,0,1,0,0,0,0,0,0,30,17,25,5,white,Mar/Part
1430,0,1,0,0,0,0,0,0,35,17,25,5,white,Mar/Part
1298,0,0,0,0,0,0,0,0,51,17,25,5,white,Mar/Part
198,0,0,0,0,0,0,0,0,61,17,25,5,white,Mar/Part
677,0,0,0,0,0,0,0,0,70,17,25,5,white,Mar/Part
1126,0,0,0,0,0,0,0,0,35,16,25,5,white,Mar/Part
1837,0,1,0,0,0,0,0,0,37,16,25,5,white,Mar/Part
1873,0,1,0,0,0,0,0,0,45,16,25,5,white,Mar/Part
1302,0,0,0,0,0,0,0,0,60,16,25,5,white,Mar/Part
1661,0,0,0,0,0,1,0,0,21,15,25,5,white,Never Mar
1779,0,0,0,0,0,0,0,0,55,14,25,5,white,Mar/Part
683,0,1,0,0,0,0,0,0,46,13,25,5,white,Mar/Part
617,0,0,0,1,0,0,0,0,42,12,25,5,Hisp,Mar/Part
1572,0,0,0,0,0,0,0,0,68,12,25,5,white,Mar/Part
907,1,0,1,0,0,1,0,0,31,12,25,5,black,Never Mar
2029,1,0,0,0,0,1,0,0,22,14,1,6,white,Never Mar
1160,1,1,1,0,0,1,0,0,53,12,1,6,black,Never Mar
470,1,0,0,1,0,1,0,0,53,9,1,6,Hisp,Never Mar
1127,0,1,0,0,0,1,0,0,20,12,2,6,white,Never Mar
1344,1,1,1,0,0,0,0,1,63,16,3,6,black,Widowed
422,0,0,0,0,0,1,0,0,20,14,3,6,white,Never Mar
560,1,1,1,0,0,0,1,0,42,12,3,6,black,Div/Sep
419,0,1,0,0,0,0,0,0,29,15,4,6,white,Mar/Part
1002,1,1,1,0,0,1,0,0,20,11,4,6,black,Never Mar
1324,0,0,0,0,0,0,1,0,49,16,5,6,white,Div/Sep
1821,1,1,1,0,0,1,0,0,33,12,5,6,black,Never Mar
1238,1,0,0,0,0,1,0,0,38,17,6,6,white,Never Mar
417,1,0,0,1,0,0,0,0,43,12,6,6,Hisp,Mar/Part
863,0,0,0,0,0,1,0,0,45,17,7,6,white,Never Mar
1583,0,1,0,0,0,0,1,0,66,16,7,6,white,Div/Sep
2052,0,1,0,0,0,0,0,1,79,13,7,6,white,Widowed
800,0,0,0,0,0,1,0,0,23,11,7,6,white,Never Mar
180,0,0,0,0,0,0,0,0,75,17,8,6,white,Mar/Part
1689,1,1,0,0,0,0,0,1,64,16,8,6,white,Widowed
388,0,1,0,0,1,0,1,0,50,14,8,6,other,Div/Sep
420,0,1,0,1,0,0,1,0,58,14,8,6,Hisp,Div/Sep
428,0,0,0,0,0,0,0,0,68,12,8,6,white,Mar/Part
41,1,1,1,0,0,1,0,0,40,14,9,6,black,Never Mar
1280,0,0,0,0,0,1,0,0,26,12,9,6,white,Never Mar
1462,1,0,0,0,0,0,0,0,43,11,9,6,white,Mar/Part
2255,0,1,0,0,0,0,0,0,67,9,9,6,white,Mar/Part
899,1,1,1,0,0,1,0,0,29,16,10,6,black,Never Mar
1916,0,1,0,1,0,0,0,1,78,16,10,6,Hisp,Widowed
1700,0,0,0,0,0,0,0,0,72,13,10,6,white,Mar/Part
805,0,0,0,0,0,0,0,0,73,12,10,6,white,Mar/Part
739,0,0,0,0,0,0,0,1,62,12,10,6,white,Widowed
129,0,1,0,0,0,0,0,1,75,12,10,6,white,Widowed
1945,1,1,1,0,0,0,0,0,31,16,11,6,black,Mar/Part
1250,0,0,0,0,0,1,0,0,35,14,11,6,white,Never Mar
114,1,1,0,1,0,0,0,0,30,12,11,6,Hisp,Mar/Part
621,0,1,0,1,0,0,0,1,64,12,11,6,Hisp,Widowed
949,0,0,0,0,0,0,0,0,78,16,12,6,white,Mar/Part
678,0,0,0,0,0,0,0,0,65,14,12,6,white,Mar/Part
2131,1,0,0,1,0,0,0,0,82,12,12,6,Hisp,Mar/Part
1117,0,0,0,0,0,0,0,1,90,12,12,6,white,Widowed
586,0,0,0,0,0,0,0,0,64,8,12,6,white,Mar/Part
643,1,1,0,1,0,0,0,1,77,6,12,6,Hisp,Widowed
1268,0,1,0,0,0,0,0,0,70,17,13,6,white,Mar/Part
2198,0,1,0,0,0,1,0,0,22,16,13,6,white,Never Mar
1752,0,1,0,0,0,0,0,1,90,16,13,6,white,Widowed
2036,0,1,0,1,0,0,1,0,42,14,13,6,Hisp,Div/Sep
1814,0,1,0,0,0,0,0,0,76,14,13,6,white,Mar/Part
2213,0,0,0,0,0,1,0,0,26,14,13,6,white,Never Mar
1735,0,1,0,0,0,0,0,1,73,14,13,6,white,Widowed
742,0,1,0,0,0,0,0,0,44,13,13,6,white,Mar/Part
1007,1,1,1,0,0,0,0,1,63,13,13,6,black,Widowed
537,0,0,0,1,0,0,0,0,53,12,13,6,Hisp,Mar/Part
347,0,0,0,0,0,0,0,0,57,12,13,6,white,Mar/Part
2183,0,0,0,0,0,0,0,0,70,12,13,6,white,Mar/Part
1334,0,0,0,1,0,1,0,0,67,12,13,6,Hisp,Never Mar
749,0,0,0,1,0,0,0,1,43,12,13,6,Hisp,Widowed
942,1,1,0,0,0,0,0,1,59,12,13,6,white,Widowed
255,0,1,0,0,0,0,0,1,75,12,13,6,white,Widowed
1263,0,1,0,0,0,0,0,1,83,12,13,6,white,Widowed
215,1,0,0,1,0,0,0,0,50,6,13,6,Hisp,Mar/Part
243,0,0,0,0,0,0,0,0,68,17,14,6,white,Mar/Part
1979,1,0,0,1,0,0,0,0,28,15,14,6,Hisp,Mar/Part
173,1,1,0,1,0,0,0,0,65,15,14,6,Hisp,Mar/Part
93,0,0,0,0,0,1,0,0,25,15,14,6,white,Never Mar
934,0,0,0,0,0,0,1,0,47,14,14,6,white,Div/Sep
194,1,0,0,0,0,0,0,0,72,14,14,6,white,Mar/Part
1608,1,1,1,0,0,0,1,0,47,12,14,6,black,Div/Sep
1471,0,1,0,0,0,1,0,0,55,12,14,6,white,Never Mar
734,0,1,0,0,0,0,0,1,62,12,14,6,white,Widowed
2230,0,1,0,0,0,0,0,1,77,12,14,6,white,Widowed
1418,1,0,0,1,0,0,0,0,44,11,14,6,Hisp,Mar/Part
1246,0,1,0,0,0,0,0,0,26,17,15,6,white,Mar/Part
1938,0,1,0,0,1,1,0,0,31,17,15,6,other,Never Mar
2275,0,1,0,0,0,1,0,0,39,17,15,6,white,Never Mar
433,0,0,0,1,0,0,0,0,30,16,15,6,Hisp,Mar/Part
936,0,1,0,0,0,0,0,0,29,15,15,6,white,Mar/Part
1966,0,1,0,0,0,0,1,0,48,14,15,6,white,Div/Sep
1123,0,1,0,0,0,0,1,0,90,14,15,6,white,Div/Sep
1397,0,1,0,0,0,0,0,0,65,14,15,6,white,Mar/Part
1856,0,0,0,0,0,0,0,0,69,14,15,6,white,Mar/Part
1220,1,1,0,0,0,0,1,0,48,12,15,6,white,Div/Sep
1716,0,0,0,0,0,0,0,0,67,12,15,6,white,Mar/Part
1571,0,0,0,0,0,0,0,1,43,12,15,6,white,Widowed
14,0,1,0,0,0,0,0,1,79,15,16,6,white,Widowed
569,0,1,0,0,0,0,1,0,60,14,16,6,white,Div/Sep
694,0,1,0,0,0,0,0,0,37,14,16,6,white,Mar/Part
626,0,0,0,1,0,0,0,0,44,14,16,6,Hisp,Mar/Part
345,0,0,0,0,0,0,0,0,70,14,16,6,white,Mar/Part
1995,0,1,0,0,1,1,0,0,41,14,16,6,other,Never Mar
360,0,1,0,1,0,0,0,0,32,13,16,6,Hisp,Mar/Part
315,0,1,0,0,0,0,0,0,34,12,16,6,white,Mar/Part
667,0,0,0,0,0,1,0,0,18,12,16,6,white,Never Mar
2014,0,1,0,0,0,0,0,1,57,12,16,6,white,Widowed
2056,0,1,0,0,0,0,0,0,47,10,16,6,white,Mar/Part
721,1,1,1,0,0,1,0,0,26,9,16,6,black,Never Mar
407,0,1,0,0,0,0,1,0,55,16,17,6,white,Div/Sep
1839,0,1,0,0,0,0,0,0,26,16,17,6,white,Mar/Part
1870,0,1,0,0,0,0,0,0,46,16,17,6,white,Mar/Part
540,0,0,0,0,0,0,0,0,59,16,17,6,white,Mar/Part
192,0,1,0,1,0,0,0,0,61,16,17,6,Hisp,Mar/Part
2271,1,0,0,0,0,1,0,0,27,16,17,6,white,Never Mar
1090,1,0,0,0,0,0,0,0,38,15,17,6,white,Mar/Part
211,0,1,0,0,0,0,1,0,77,14,17,6,white,Div/Sep
2303,0,1,0,0,0,0,0,0,44,14,17,6,white,Mar/Part
1380,1,1,0,0,0,0,0,0,50,14,17,6,white,Mar/Part
1996,0,0,0,0,0,1,0,0,35,14,17,6,white,Never Mar
223,0,1,0,1,0,0,0,0,46,13,17,6,Hisp,Mar/Part
1547,0,0,0,0,0,0,0,0,47,13,17,6,white,Mar/Part
539,0,1,0,0,0,0,0,0,37,12,17,6,white,Mar/Part
436,1,1,0,0,0,0,0,0,40,12,17,6,white,Mar/Part
1167,0,0,0,0,0,0,0,0,55,12,17,6,white,Mar/Part
1562,0,0,0,0,0,0,0,0,75,12,17,6,white,Mar/Part
316,0,0,0,0,0,0,1,0,59,17,18,6,white,Div/Sep
1845,0,1,0,0,0,0,1,0,71,17,18,6,white,Div/Sep
147,0,1,0,0,0,0,0,0,65,17,18,6,white,Mar/Part
1855,0,0,0,0,0,0,0,0,69,17,18,6,white,Mar/Part
973,0,1,0,0,0,0,1,0,41,16,18,6,white,Div/Sep
314,0,1,0,0,0,0,0,0,25,16,18,6,white,Mar/Part
88,0,0,0,0,0,0,0,0,38,16,18,6,white,Mar/Part
896,1,1,1,0,0,0,0,0,41,16,18,6,black,Mar/Part
209,0,0,0,0,0,0,0,0,68,16,18,6,white,Mar/Part
1189,0,1,0,0,0,0,0,0,48,15,18,6,white,Mar/Part
2216,0,0,0,0,0,0,0,0,75,15,18,6,white,Mar/Part
11,0,1,0,0,0,0,0,0,84,15,18,6,white,Mar/Part
1753,0,1,0,0,0,0,0,1,47,15,18,6,white,Widowed
1706,1,1,1,0,0,0,1,0,58,14,18,6,black,Div/Sep
1877,0,0,0,0,0,0,1,0,61,14,18,6,white,Div/Sep
1264,0,0,0,0,0,0,0,0,57,14,18,6,white,Mar/Part
1673,0,0,0,0,0,0,0,0,62,14,18,6,white,Mar/Part
2003,0,0,0,0,0,1,0,0,38,14,18,6,white,Never Mar
230,1,1,0,1,0,0,1,0,44,13,18,6,Hisp,Div/Sep
1128,0,0,0,0,0,0,1,0,54,13,18,6,white,Div/Sep
1055,1,1,1,0,0,0,0,0,54,13,18,6,black,Mar/Part
1644,1,0,1,0,0,0,0,0,56,13,18,6,black,Mar/Part
237,0,0,0,0,0,0,0,0,75,13,18,6,white,Mar/Part
1869,0,0,0,0,0,0,0,0,81,13,18,6,white,Mar/Part
610,0,1,0,1,0,0,0,0,28,12,18,6,Hisp,Mar/Part
2100,1,1,0,1,0,0,0,0,50,12,18,6,Hisp,Mar/Part
1527,0,1,0,0,0,0,0,0,51,12,18,6,white,Mar/Part
532,0,1,0,0,0,0,0,0,63,12,18,6,white,Mar/Part
645,0,1,0,0,0,0,0,0,81,11,18,6,white,Mar/Part
664,1,0,0,0,0,0,1,0,46,10,18,6,white,Div/Sep
1868,0,1,0,0,0,0,0,0,25,17,19,6,white,Mar/Part
2247,0,1,0,0,0,0,0,0,42,17,19,6,white,Mar/Part
1122,0,0,0,0,0,0,0,0,31,16,19,6,white,Mar/Part
1842,0,0,0,0,0,0,0,0,36,16,19,6,white,Mar/Part
1836,0,1,0,0,0,0,0,0,41,16,19,6,white,Mar/Part
1165,0,1,0,0,0,0,0,0,49,16,19,6,white,Mar/Part
5,0,0,0,0,0,0,0,0,72,16,19,6,white,Mar/Part
2304,1,1,0,0,0,0,0,0,74,16,19,6,white,Mar/Part
1404,0,0,0,0,0,0,0,0,77,16,19,6,white,Mar/Part
703,0,1,0,0,0,1,0,0,41,16,19,6,white,Never Mar
948,0,0,0,0,0,0,0,0,32,14,19,6,white,Mar/Part
9,0,1,0,0,0,0,0,0,40,14,19,6,white,Mar/Part
595,0,1,0,0,0,0,0,0,48,14,19,6,white,Mar/Part
1543,0,1,0,0,0,0,0,0,52,14,19,6,white,Mar/Part
752,1,1,1,0,0,0,0,0,65,14,19,6,black,Mar/Part
99,0,0,0,0,1,0,0,0,45,13,19,6,other,Mar/Part
1860,0,1,0,0,0,0,0,0,35,12,19,6,white,Mar/Part
249,0,0,0,0,0,0,0,0,90,8,19,6,white,Mar/Part
1841,0,1,0,0,0,0,0,0,37,17,20,6,white,Mar/Part
2013,0,0,0,0,0,0,0,0,44,16,20,6,white,Mar/Part
1166,0,1,0,0,0,0,0,0,45,16,20,6,white,Mar/Part
365,0,1,0,0,0,0,0,0,34,14,20,6,white,Mar/Part
8,0,0,0,0,0,0,0,0,56,14,20,6,white,Mar/Part
239,0,1,0,0,0,0,0,0,59,14,20,6,white,Mar/Part
1285,0,1,0,0,0,0,0,0,29,12,20,6,white,Mar/Part
1751,0,1,0,0,0,0,0,0,52,12,20,6,white,Mar/Part
2219,0,1,0,0,0,0,0,1,70,12,20,6,white,Widowed
1432,0,1,0,0,0,0,0,0,53,17,21,6,white,Mar/Part
612,0,1,0,1,0,0,0,0,61,17,21,6,Hisp,Mar/Part
2058,0,1,0,0,0,0,0,0,66,17,21,6,white,Mar/Part
986,0,0,0,0,0,0,0,0,70,17,21,6,white,Mar/Part
3,0,1,0,0,0,0,0,0,39,16,21,6,white,Mar/Part
189,0,1,0,0,0,0,0,0,46,16,21,6,white,Mar/Part
49,0,1,0,0,0,0,0,0,49,16,21,6,white,Mar/Part
1281,0,1,0,0,0,0,0,0,51,16,21,6,white,Mar/Part
688,0,0,0,0,0,0,0,0,60,16,21,6,white,Mar/Part
1843,0,0,0,0,0,0,0,0,61,16,21,6,white,Mar/Part
139,0,0,0,0,0,0,0,0,76,16,21,6,white,Mar/Part
165,0,0,0,1,0,1,0,0,36,16,21,6,Hisp,Never Mar
1910,0,1,0,0,0,0,0,0,55,15,21,6,white,Mar/Part
953,0,0,0,0,0,0,0,0,60,14,21,6,white,Mar/Part
1709,1,0,0,0,1,1,0,0,35,14,21,6,other,Never Mar
2178,0,0,0,0,0,0,0,0,37,17,22,6,white,Mar/Part
1491,1,0,1,0,0,0,0,0,39,16,22,6,black,Mar/Part
868,0,0,0,0,0,0,0,0,47,16,22,6,white,Mar/Part
20,0,0,0,0,0,0,0,0,50,16,22,6,white,Mar/Part
337,0,1,0,0,0,0,0,0,60,16,22,6,white,Mar/Part
1119,0,0,0,0,0,0,1,0,48,14,22,6,white,Div/Sep
2181,0,1,0,0,0,0,0,0,59,14,22,6,white,Mar/Part
1866,0,1,0,0,0,0,0,0,49,13,22,6,white,Mar/Part
